Armstrong,Briscoe,Carson,Castro,Childress,Collingsworth,Dallam,Deaf Smith,Donley,Gray,Hall,Hansford,Hartley,Hemphill,Hutchinson,Lipscomb,Moore,Ochiltree,Oldham,Potter,Randall,Roberts,Sherman,Swisher,Wheeler
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,3,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,3,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,5,3,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,5,3,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,6,3,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,6,3,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,6,3,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,6,3,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,6,3,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,8,3,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,8,3,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,9,3,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,9,3,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6,1,1,9,3,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,6,1,1,9,3,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,6,1,1,12,3,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,6,1,1,15,3,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,7,1,1,15,3,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,8,1,1,15,3,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,8,1,1,15,3,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,9,1,1,15,3,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,9,1,1,17,3,0,0,0,0
